vassdragNr,vatnLnr,"Land principally occupied by agriculture, with significant areas of natural vegetation",Broad-leaved forest,Moors and heathland,Sparsely vegetated areas,Peat bogs,Water bodies,Discontinuous urban fabric,Non-irrigated arable land,Coniferous forest,Transitional woodland-shrub,Complex cultivation patterns,Water courses,Mixed forest,Industrial or commercial units,Green urban areas,Sport and leisure facilities,Continuous urban fabric,Road and rail networks and associated land,Airports,Pastures,Bare rocks,Mineral extraction sites,Inland marshes,Glaciers and perpetual snow,Sea and ocean,Port areas,Natural grasslands,Intertidal flats,mean_ndsi,fractional_snow_cover,mean_ndvi,total_road_length,road_density,total_ditch_length,ditch_density,unbuilt,res_built,nres_built,total_population,population_density,gHM
002.N2B,170,1.7443495125575952,29.844672561496928,11.806262444269755,21.602391594989587,2.5457174498069164,0.7063467927494735,0.3821502550537363,0,17.063640067249263,0,0,0,13.937237845498831,0,0,0.3672314763279147,0,0,0,0,0,0,0,0,0,0,0,0,0.4722008660769356,0.6559654490194607,0.7302259805043351,95876.011007091,0.00109966260792979,37489.04720151903,4.299855926565036e-4,0.994141,0.00555,2.82e-4,996.0255515921604,11.499616644566316,0.12582545563055472
002.DC52,118,0,0,0,0,0,18.605149763531266,81.39485023646873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4168690953578602,0.5854291022333258,0.46945478760339,2967.1144701926887,0.00852856074214194,0,0,0.600066,0.1523,0.24295,229.99348503529396,665.1520368322444,0.6290945090566363
002.DC1A,118,18.042329606025618,0,0,0,0.13267582977807144,0.3909556670628294,0.6150374384382038,1.3492403596285498,63.64344505405194,15.17665834232264,0,0,0.09963880931622866,0,0,0,0,0.48552809624433463,0,0,0,0.06449079713158445,0,0,0,0,0,0,0.28276721700330293,0.18937906211334005,0.7875902552467722,218323.1611511564,0.00230393537430965,155849.57077291363,0.00164465985780634,0.991933,0.00759,4.42e-4,878.4397862470572,9.325106460460823,0.451009744612399
002.DC23,118,8.441848335366608,0,0,0,0,1.3461606464046394,0,1.035202178256334,49.34316377588006,39.46785657455047,0,0,0.3657684895418943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3013322901435907,0.22129547710831035,0.7752289204658641,35786.765661906386,0.0018976072838792,1330.3359373055805,7.054158479944795e-5,0.997862,4.74e-4,0.001734,18.93974,1.0103236518098224,0.25758155472473204
002.DD2A2,118,18.291649003815177,0,0,0,0,0,1.1154654424431558,0,70.50048253407051,10.092403019671154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31515268261330504,0.26324673890706723,0.8233160777777971,9833.217295897455,0.00237770144124651,6660.822974045017,0.00161060697721815,0.99596,0.002446,0.001252,86.07615446274508,20.945227959092712,0.5254422894271288
002.EC2,120,44.55286468436372,0,0,0,0,0,0,0,53.67228425241153,1.7748510632247527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37020274913191453,0.4016888288980596,0.7624124295849216,4396.495635340964,0.0032108159323555,590.983422647248,4.3160260957398e-4,0.971914,0.023632,0.004018,0,0,0.5344913250207901
002.DD41,118,13.162375826643144,0,0,0,9.415241365647493,0.29575192686861446,3.5171838001528286,0.9455099480193584,49.18750766502203,10.52419316798898,9.898491523664871,0,2.0544617503608458,0,0,0.9992830256318336,0,0,0,0,0,0,0,0,0,0,0,0,0.3858112629238889,0.4411076712223117,0.7632908812732692,121839.79591598664,0.00287202690264476,34282.5339834927,8.081133028104939e-4,0.981131,0.015895,0.002982,2751.0273213647774,65.26235636085457,0.4793684847191068
002.NBAA,35429,0.1414587651481913,45.139718897983265,20.98597515772274,14.60701695992254,18.248331996913628,0.8774982223096358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5790781566690846,0.9884966718454692,0.7533428889919886,14918.585025813232,4.060888585390326e-4,553.0764529973904,1.505492545666435e-5,0.999944,5.9e-5,0,0,0,0.08045248459380672
002.JBA1,161,0,0,0,0,11.39589982029425,0.11387845003096936,0,0,78.09256373721297,10.360994686598172,0,0.03666330586362917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3972769039832404,0.41701485690165135,0.7419069848408926,5707.126191734067,0.00363645061261993,3750.079632045736,0.00238946519091822,0.994968,0.004561,7.4e-4,12.012064999999998,7.6981552429341,0.11682810349206588
002.JB2,161,9.821679884762489,0,0,90.1432742244372,0,0.03504589080031568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3629816249669414,0.45212400347639736,0.5863540394370792,605.0787645840953,0.00168319563103538,59.00045548070292,1.6412625050967958e-4,0.988869,0.011592,0,0,0,0.40148743870538034
002.EB112,120,11.8696289495963,0,0,0,0,5.831534412613592,0,0,53.55493438359991,28.743902254190207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2131154341557254,0.09247370613229408,0.7963235019687976,11182.142378795954,0.0026148348354704,320.57858475625915,7.496417256464307e-5,0.9966,0.002017,0.00137,0,0,0.2425898442020312
002.DD52,118,21.50922843522839,4.050517324436839,0,0,6.556071641705194,0.5791589073992853,13.360559673859118,1.1189522652267383,36.54039732242362,6.089976344719983,0,0.9293145720838936,0,8.279348005838324,0.9864755070786088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3957173619919267,0.4974762733235133,0.6998698909374201,171609.12805196719,0.00604187650819829,39718.08862235004,0.00139836260064934,0.835515,0.14628,0.018236,9174.447990533825,325.1030352175333,0.5438227272886045
002.DC3A0,118,11.14999900209922,0.6221457769746188,0,0,0,0.00544309516163271,1.3106973149211567,75.8261257681568,8.447320817843192,2.638268224843375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5395473415751675,0.8017132278163601,0.7347379440748211,104154.26405687533,0.00340064645977531,37150.78934311881,0.00121297674561405,0.971849,0.026659,0.001471,626.2859201529408,20.571356528359708,0.7553400233976731
002.DC61,118,0,1.8834524711406475,0,0,0,0.9383508727188172,7.402920813987504,73.660918548744,8.944711556492322,7.169645736916719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4296458496315804,0.5989045025729915,0.6916267932103655,42320.963146877235,0.00404592538325091,6585.019188889157,6.295342616153781e-4,0.944437,0.049204,0.006238,940.8542104235182,90.50055192169334,0.6194131783739603
002.LE,126,0,14.440913701700165,4.630901078085695,39.36549518996759,2.5458282054021684,0.32304317487201606,0,0,27.251046361774065,0.3825337717961807,0.05526953461468956,0,3.277786791504585,0,0,1.6286705104715322,0,0,0,0,6.098511679811319,0,0,0,0,0,0,0,0.4981577737793133,0.8255825469627285,0.580174830755804,46709.51679021339,6.156308245446082e-4,8352.530646255105,1.1008624541938124e-4,0.999136,6.36e-4,2.4e-4,57.37153731372548,0.7612862708366673,0.08211547420760905
002.EA,120,0,1.2120182669731214,0,0,0.6606826582303118,0.00460036130529943,0.2213481535742153,47.1128309384914,42.688698858579585,8.08885067050266,0,0.01097009234340635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2707080832357293,0.2100029915078601,0.7697750661849782,71371.32592967623,0.00246242970423864,57788.746009458766,0.0019938080579392,0.989901,0.007751,0.002341,613.3245099921568,21.281203803037236,0.5421328304536286
002.DC51Z,118,11.871681848767892,0,1.2894658054418422,0,2.3794349471911875,0,5.005795185401468,29.56937770676658,41.46240243783145,8.421842068599581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45038730733263965,0.5859001484489792,0.7749570354193093,79525.37284542625,0.00353529438906094,54240.87599887072,0.00241127400872772,0.954087,0.045034,8.3e-4,959.900016247058,42.92924850607698,0.5739895538122949
002.FF,124,0,0,0,0,7.326036435387177,1.20172039842846,0,0,84.86685131811284,6.605391848071529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2762403443049926,0.20633135587293835,0.7727651315506525,88368.07936923522,0.00171315112448893,67686.96974439753,0.00131221600784539,0.999844,1.18e-4,3.5e-5,0,0,0.17340932101783332
002.C40,113,2.876629142261287,3.235179553432963,0,0,0.02782273770900319,0.7693591818663492,0,59.358238312635635,32.149778264877305,1.5266215212505232,0,0,0,0,0,0.0563712859669369,0,0,0,0,0,0,0,0,0,0,0,0,0.03495462526911228,0.00648525408930649,0.7519586438887222,39332.43912846559,0.00209315699833912,25726.17173851947,0.00136907137233665,0.988461,0.009263,0.002316,497.5298665098016,26.63281706525315,0.5748213370678832
002.JB4,161,0,0,0,69.1827776847043,5.739431507231809,0.6804043111632322,0,0,12.551962919528677,11.845423577371978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4772494310820546,0.6899929471526663,0.47749944653903975,14030.052742812197,0.00210586837907372,8348.777139050022,0.00125312613597024,0.979293,0.020636,5.8e-5,0,0,0.28191496467861654
002.DC11,118,7.608239056330249,0,0,0,0,1.280224799037597,9.990114991428822,0.13871187434420207,64.0593243516203,13.045351275309107,0,0.00500506763097636,3.8730285842987455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2537989103370585,0.1303710870351236,0.7541711583909151,75854.96220170007,0.00447371833115136,9739.794582736917,5.744264620497343e-4,0.987409,0.012624,0,89.96376500000002,5.33736432589179,0.44525451758888707
002.C11,113,2.466482598365578,0.9007597712853452,0,0,0,0.12613900420354562,3.324488916738466,61.57933213232031,21.66963656301402,8.700980392156863,0,0,0,0,0,0,0,0,0,0,0,1.2321806219158769,0,0,0,0,0,0,-0.01173468704650535,5.436295451354135e-4,0.711191747683489,143496.26939902527,0.00280906485248379,42497.7811828441,8.319311988335605e-4,0.954603,0.04384,0.001555,4347.872722741209,85.60645846147159,0.6357805963130861
002.S1,114,17.1349154041076,49.71057684041608,18.07073059902816,4.992447160828397,7.648426594181243,2.4066743354934315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03622906594508738,0,0,0,0,0,0,0,0.5710862567724725,0.9338033762257976,0.7653400772227035,28414.077789574436,0.00148893293107968,34547.267838016334,0.00181031969940358,0.997916,0.002092,0,19.815877666666676,1.04471563749324,0.3066068553399069
002.EB3A0,120,42.23806733085889,0,0,0,0,0,3.4812210139422484,4.329549318805033,36.85326271768936,12.777018080788348,0,0,0.32088153791611496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33402455344435583,0.3693823546077048,0.7774981468418866,22105.412121099864,0.00386302566638374,1400.7460508656309,2.447870194383134e-4,0.97737,0.018811,0.003513,594.7283278588233,104.52495664643878,0.536269100522686
002.MBBB,34474,0,0,25.44677734817546,67.05222115274809,6.643246995955937,0.8577545031205079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6375927510421607,0.989321754218545,0.5541301891491177,1061.83377006745,5.1929874607504296e-5,0,0,0.99991,0,1.4e-5,8.494137298039217,0.418259406117949,0.08705243486008281
002.MBBB,243,0,0,25.194719660958707,66.29578059675849,6.559081667716625,1.950418074566176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6380846267986927,0.989457095344224,0.5541301891491177,1061.83377006745,5.127190178653114e-5,0,0,0.999894,0,1.3e-5,8.494137298039217,0.4129599039900083,0.08695900354686442
002.N2A,170,2.602620356732497,19.702221673851184,11.991910670357887,1.9429042929740816,0.8386221149471379,3.8557338618259215e-4,0,2.0165488097349566,54.44373327575437,6.0193789183895365,0,9.639334654564804e-4,0.4407103804067028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3867636721597731,0.41046375337002944,0.7940393804726215,37211.25372166193,0.00107558319468897,23101.272260723847,6.677372497424013e-4,0.996839,0.003002,1.34e-4,105.55038348235291,3.0708828119062845,0.1665189313469789
002.T2,114,9.686001507598167,68.25091163236564,1.7198021119043243,0,14.54156557946457,1.5259680617228426,0,4.275751106944453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5160577388178055,0.8732568188141688,0.7991600189313318,15013.915555873136,0.00118903388016487,8185.839808459876,6.482813116698038e-4,1.000028,0,0,0,0,0.21718851452777577
002.DD20,118,9.756113160423592,0,0,0,3.429253948990507,0.285411400146783,5.054100250554434,5.746442750630384,59.16810171838449,11.781814576927566,3.1515174772510326,0,1.0845633205577754,0.29612432104865105,0.246557075084784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3395837274248987,0.34297058540579806,0.7799092470044913,214544.8860586275,0.00342834001008642,156650.08619917763,0.00250320465785128,0.964691,0.03157,0.003731,7185.1243645492905,115.54674303203524,0.48266379802841985
002.DB4,118,0.6948138898536294,14.647102399225886,0,0,0,0.08833230613568244,0,39.75616268401727,16.594628994276466,0,0,16.64983668561127,0,11.56912304087979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40117353315827553,0.49198438719509346,0.5159692880342053,19049.582380510896,0.00464900683112262,1550.5021805219103,3.783964963080502e-4,0.945565,0.040479,0.013981,113.63844000000006,27.898032204467302,0.6580556376571037
002.DC35,118,3.613908566194824,0,0,0,0,2.069245780438397,50.51880701204292,40.4407487323781,3.3572899089457597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44431215636346993,0.5966216755224788,0.6163448701039461,60702.000249963625,0.01111642130888582,5737.62181407282,0.0010507367324576,0.588075,0.393978,0.017922,10110.600797753628,1862.7570460134991,0.6267340106957253
002.DC7A0,118,20.058384551372782,1.9425840649240491,0,0,0.7540222995807122,0,5.844341755657174,12.315608368630745,43.93584656261623,10.412892764543292,3.87767607009357,0,0,0.8586435625814426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40974117641531704,0.4732331009220258,0.7838138603110548,113676.14215596864,0.00401344642166341,44321.4103709632,0.00156481036814529,0.953742,0.042063,0.00416,2892.818555400038,102.76196377408934,0.5463672532266023
002.C6,113,13.42263277445395,0,0,0,0,0.6013204364499358,6.603698001589374,23.468386828548972,45.300627737826886,9.048389297059224,0,0,1.5549449240716562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11596128106964285,0.02451702114186245,0.7530382099000418,69346.73453923172,0.00331706728367506,23916.13005163958,0.0011439819491649,0.942222,0.054186,0.003607,5904.9099458707215,284.1197351504764,0.5256317848286973
002.JB3,161,0.4887911686785813,0,0,0.02509546256926205,26.89064367009733,0.968741890315718,0,0,58.75418138886275,12.87254641947636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38881250699698505,0.41738404034091753,0.7140101131724201,16715.094972974635,0.00220188384004932,14956.97725157982,0.00197028653199318,0.997902,0.001759,1.34e-4,31.847372333333347,4.22002067708616,0.14859620972468449
002.DC32,118,4.723569524661418,0,0,0,0,0.845908870090914,0,21.72040025806518,54.96325655637207,17.746864790810413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28774614163624396,0.23227809408445135,0.7851320672348069,32737.732527723405,0.00227139339790983,14722.671803521873,0.00102148123746181,0.993137,0.005804,0.001175,188.0273835176469,13.124313864396504,0.405872168462639
002.JBA2,161,0,0,0,0,22.417243083003953,0,0,0,77.4221837944664,0,0,0.16057312252964429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32348065511364665,0.1361859190228156,0.7371311714862097,2680.37020318511,0.00419319709634797,61.23423564386533,9.57954310915056e-5,0.995937,0.004085,0,0,0,0.12978598324186874
002.DC62,118,0.5407040082781638,0,0,0,1.1528217534987266,0.25359163730566175,4.460443712494125,57.93712676302663,23.75472296206692,11.064210422762036,0,0,0,0,0,0.8363787405677392,0,0,0,0,0,0,0,0,0,0,0,0,0.4288473382107001,0.5639529536213759,0.7234011939032043,121144.64000366873,0.00352937203456461,60442.06269768419,0.00176089116109592,0.958848,0.037303,0.003817,2455.894084286266,71.9950063257394,0.6297115379066827
002.LD,126,1.1216426406842614,20.148771503527215,4.347308206552974,25.453545631499697,7.621412852833536,0.39704164272009257,0,0,35.41273967666913,3.7337796081397503,0.7113001029330459,0,0.6093596611646621,0,0,0,0,0,0,0,0.4430984732756233,0,0,0,0,0,0,0,0.497254560766363,0.7877772878984844,0.646634424489774,37561.656755027885,3.725950256377507e-4,2815.991582736158,2.79333912986898e-5,0.999517,3.42e-4,1.17e-4,106.67448000000005,1.0652191250209389,0.08800525009021143
002.S3,114,2.8311586867632172,66.79095495811448,6.070412319366177,9.870318266234127,9.851507639824328,3.0616685663273846,0,1.5239795633702904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5459229447763265,0.9171738645681944,0.7664368531549764,71982.02487566997,0.00114760858005116,30865.85654386784,4.920939895974468e-4,0.9998,2e-4,0,11.083457,0.17776529002504424,0.14208522573464286
002.S6,114,1.968871236647579,32.78993885818819,30.07598622362296,17.74781346899918,13.621257706299977,0.15988734776133873,0,3.600643999535914,0,0,0.03560115894487065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5926080612868759,0.9554996947956814,0.7523760603209305,40242.40963014674,6.396602175125942e-4,36837.39464794803,5.855369022299222e-4,0.999711,2.56e-4,0,7.053109,0.11278638649684214,0.1436009679854644
002.NBAB,35429,0,0,29.9448978485504,56.40931927596018,13.338882603213795,0.30690027227562616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6553583512963919,1,0.6495077587781989,0,0,0,0,1.000006,1.1e-5,0,0,0,0.04956116245383341
002.EB1A,120,0.9007393433456276,0,0,0,9.201407519952104,0.6981118221509299,0,0,79.93309761704387,9.266643697507469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3050827041850586,0.23786496884107589,0.7811398235624845,64290.81590332291,0.00118019779281834,11527.72715922686,2.1161651098020197e-4,0.999843,1.17e-4,3.5e-5,14.184037,0.26185458867173234,0.15102934142583313
002.DC63,118,7.622178539957974,7.82109505758933e-4,0,0,0.35690263779465975,0.3915761592166391,15.250874659130606,38.8054059409038,24.106179186501834,7.157866196705755,4.6950033630708745,0,1.1262376882928635,0.486993518919229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4091781117828502,0.5223931708689272,0.7157793685763788,169607.2904893441,0.00530310049141,66123.42663613298,0.00206747702457885,0.895514,0.094271,0.010211,8673.984818835399,272.91393920527526,0.62449664150518025
002.C3,113,11.01430304717092,0.00282668916421324,0,0,0,2.7588486242721277,0,23.5471904884084,62.676831150984334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05724693598556097,0.02403500356003155,0.7507436631277455,54515.92572054594,0.00189611979757852,11271.34560769933,3.920289579537267e-4,0.995037,0.004834,2.8e-5,1133.0151703607885,39.63729004987323,0.4882479465370999
002.C8,113,9.426430181410575,0,0,0,0,3.949311869989762,0.45079496113208617,12.00433799100838,67.37907647732469,5.239378598974583,0,1.550669920159923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17993660063976377,0.10027024424807096,0.7338151734332756,51517.57784736145,0.00177135602290209,9522.16679523815,3.2740567799592824e-4,0.982872,0.0162,9.56e-4,2244.5707634156847,77.63490081225099,0.5067126813637602
002.C5,113,3.1285827916289533,0.37247318906168575,0,0,2.1672289420993445,1.3450725472448504,0,11.443950739186484,79.67470309114347,1.4273567569050165,0,0,0.4406319427301902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09133414968198572,0.02384773180720713,0.7671093591337573,110450.48662859543,0.0019686184026528,47618.514783812265,8.487303892614796e-4,0.991506,0.007925,6.03e-4,4040.061299980418,72.42900246378048,0.4388708779546665
002.C7,113,8.268070805372801,0.9213018204906458,0,0,0,2.529639076508774,1.0544176728809291,29.531576700347024,29.75839910672257,2.379883742569705,0,11.785131747473972,10.801650811722077,0,0,0,0,0,0,0,0,0,2.969928515911504,0,0,0,0,0,0.07919773409661772,0.0375228033900087,0.6527322737596701,31274.377964777537,0.00205350611926009,10480.15802160729,6.881373836570384e-4,0.985558,0.013797,5.95e-4,572.9513589215682,37.84314731050877,0.5286584410756916
002.T11,114,29.223457585908612,56.01886332439374,2.0994131929716753,5.549451099970944,0,2.1127724878680905,0,4.996042308886937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4610481382532603,0.6097837645836749,0.7975382133197344,5856.033541335691,0.00139663168099211,4620.996961227085,0.00110208227262748,0.999557,3.74e-4,0,1.007587,0.24172274299913224,0.4153505281827308
002.DJAB,34738,0,0,8.427570093457943,39.00852803738318,1.1735981308411214,3.3067757009345793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.65525700934579,0,0,1.4282710280373832,0,0,0,0,0.5313916600141559,0.8496052147607536,0.27601225611215013,1712.9674639053644,2.1981653215819365e-5,931.097877260138,1.1948312550698062e-5,1.000039,0,0,0,0,0.07281953263390084
002.FD,4112,0,0,0,0,0.26627744136965226,8.559093867729146,0,0,81.0144184303438,10.160210260557408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2666881721505553,0.19892758375561645,0.7537119144969225,45350.018100222704,0.00167746989363162,5814.247411872494,2.1506551476974583e-4,0.99985,1.34e-4,0,20.510765999999997,0.7628061602096223,0.16511907468056494
002.DC4A0,118,8.756451977947364,0.11327355068084984,0,0,2.2754689700786432,0.8679544620550086,1.460031246360634,26.05489427435711,31.42225874711323,28.142819160039817,0,0,0.5662578857508246,0.34058972561652234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3477839526165735,0.33427037815950483,0.7627267993073091,233255.38797898075,0.00256160628270242,42858.66330217965,4.706730341122265e-4,0.980871,0.014971,0.004136,4122.927129568436,45.55673936929861,0.47698262118846274
