vassdragNr,vatnLnr,"Land principally occupied by agriculture, with significant areas of natural vegetation",Broad-leaved forest,Moors and heathland,Sparsely vegetated areas,Peat bogs,Water bodies,Discontinuous urban fabric,Non-irrigated arable land,Coniferous forest,Transitional woodland-shrub,Complex cultivation patterns,Water courses,Mixed forest,Industrial or commercial units,Green urban areas,Sport and leisure facilities,Continuous urban fabric,Road and rail networks and associated land,Airports,Pastures,Bare rocks,Mineral extraction sites,Inland marshes,Glaciers and perpetual snow,Sea and ocean,Port areas,Natural grasslands,Intertidal flats,mean_ndsi,fractional_snow_cover,mean_ndvi,total_road_length,road_density,total_ditch_length,ditch_density,unbuilt,res_built,nres_built,total_population,population_density,gHM
307.3BC51,1131,0.0243275924985153,0,0,0,0,4.549259797222362,0,0,95.42641261027912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5694336920957552,0.922891364556892,0.7763106587678051,3003.130537553372,8.601544606232838e-4,1609.027384415646,4.60856451180999e-4,0.999602,0,4.9e-5,0,0,0.03490535589530684
307.3BC52,1131,10.106375492257587,11.545076579657763,2.150873607674574,10.81826652141725,0,2.8928841861106656,0,0,56.218560961123266,1.5273707885410597,0,0,4.740591863217838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579679539819032,0.873136390971836,0.8085979399737455,2990.670841843483,5.155704575509434e-4,812.966024253393,1.4014958090116327e-4,0.999751,1.1e-4,0,0,0,0.07989205602082242
307.3BC3,1131,2.9423048315495253,12.026612278133149,33.11502235306092,10.498109189417724,7.144758579112611,1.3858114826616976,0,0,27.080087376588395,0,0,0,1.93250236840663,0,0,0,0,0,0,0,3.8747915410693454,0,0,0,0,0,0,0,0.6434522991305964,0.9131451472613712,0.7168813618138771,20453.074099971695,4.0064858419615383e-4,7942.659133942784,1.555861540036776e-4,0.99985,4.9e-5,4.3e-5,0,0,0.07686695331524357
307.3BC5A,1131,1.7603241587384304,0,0,0.1804399227590506,16.496007675393205,0,0,0,50.58405553945693,12.228274765440275,0,0,18.75089793821211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5461299816615818,0.8455386167364148,0.80262392599117,2858.461064228276,0.00151158154401004,1374.2310361442014,7.267065126185985e-4,0.999604,1.31e-4,0,0,0,0.07536677934349871
307.3BC2,1131,0,28.045686020584025,16.761277884343873,0,28.693196755630424,0.5719515876184262,0,0,25.927887751823253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565237121433303,0.7935401141041857,0.7798114264171948,5258.297885337797,0.00130032568948382,0,0,0.999434,5.09e-4,0,19.252011,4.788526514553617,0.07210932674549393
307.3BC10,1131,4.267918674512349,8.02112857027632,0.27817533487020674,0,8.533586435998101,0.23240676999607968,0,0,19.17215170403495,57.443488014826016,0,0,2.0511444954859814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6347324342437669,0.9389042660717474,0.7661955026381031,4235.698115125051,3.2199359657023057e-4,0,0,0.999632,1.37e-4,6.2e-5,0,0,0.04256026757172579
307.3BC61,1131,0,24.137090453532792,18.086695178321268,22.660285486827245,11.078197224125056,0.9213831238158716,0,0,21.54265331185702,0,0,0,1.5736952215207451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6482179566209338,0.9746926324217068,0.7367086370212628,12274.9415067186,3.790092723992912e-4,3978.2125601865177,1.2283394157607523e-4,0.999897,1.7e-5,0,0,0,0.07566389403508832
307.3BC6A,1131,0,30.369581761699404,7.178502958899779,36.62111527441041,25.471698113207548,0.35910189178286706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6906228941798037,0.9998117964944092,0.6826424763240664,536.6690459710292,1.3153639115762354e-4,233.11009640116924,5.713476686089842e-5,0.999989,0,0,0,0,0.08373109743164577
307.3BC62A,1131,1.6826231663721904,75.32070509923162,5.743518100012327,17.02222952705757,0,0.23092410732629332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6912650569681102,1,0.7868499371627243,324.16308525067114,9.115998410727972e-4,38.837171296344614,1.0921650487774488e-4,0.99954,0,1.2e-4,0,0,0.23438452008095653
307.3BC7,1131,0,20.006942327881067,6.190185918927156,13.165701513766129,3.4120694910088387,2.359036879000305,1.7960310203528735,0,40.2424735006265,6.623658098818111,0,0,4.4847438111686815,0,0,0,0,0,0,0,1.7191574384503372,0,0,0,0,0,0,0,0.6056742069254553,0.952152622543787,0.7719433031638808,8909.417430996617,4.8759944450726305e-4,8755.608515234775,4.7918170648268503e-4,0.997727,0.001696,5.6e-4,129.01702700000004,7.102225087224038,0.09408895849296064
307.3BC620,1131,8.608995118284362,32.19004164973144,41.132059804294336,12.234444721235246,4.894826779946944,0.939631926507672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7163858424221736,0.9995166407398212,0.7302151504823626,10161.452543724115,0.00142198495606164,5015.5417974025895,7.018706185671949e-4,0.998282,0.001444,3.1e-4,44.48863000000001,6.262356388781265,0.15778059290019938
311.J2,1348,0,0,0,30.84736978491837,25.84328343333267,1.7419817808519544,0,0,38.983993461837464,0,0,0,2.583371539059541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4939706899315447,0.8382393381341267,0.6170989576373908,0,0,96.5008361399166,3.4628824069931837e-6,0.999962,0,2.9e-5,4.573816,0.1650905469724343,0.02405372573179325
311.DB33,1351,3.849883089859922,0,0,0,0,1.4436793444451594,0,0,94.70643756569493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3725259966773178,0.38447638979087206,0.7665967505863692,5934.632358607409,0.00347102743113587,3006.1032806927324,0.0017581993824737,0.99619,0.002504,0.001376,6.531140199999999,3.8417261933861737,0.08337013370048384
311.J31,1348,0,3.041848304347605,1.4217334465972502,37.47526590739149,1.3103346541805068,0.8057337314526097,0,0,46.34622134278782,0,0,0,9.59886261324272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4705525170967076,0.7377767671485493,0.6528678486241023,9850.466154297585,3.257658161750936e-4,0,0,0.999722,8.8e-5,1.82e-4,28.11775806666664,0.935324799154452,0.05478313574152398
311.J82,1348,0,0,0,2.699652351815433,7.6901590273400195,0.9549944700913096,0,0,88.65519415075323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41475883671039193,0.600581213309878,0.6249817487270247,0,0,0,0,0.999625,4.07e-4,0,5.037935,0.3233227284585281,0.05296354069275416
311.J6,1348,0,0,0,45.85945846347915,3.9652322427364903,1.1879219957798206,0,0,46.010938449518186,0,0,0,0,0,0,0,0,0,0,0,2.976448848486352,0,0,0,0,0,0,0,0.5470272123027317,0.8716365147592093,0.5198545007898663,9069.478944369828,3.856833154734576e-4,768.6435801790902,3.268688380437696e-5,0.999393,6.51e-4,9.1e-5,12.70130766666666,0.5433150121906858,0.04942679733482864
311.G2,1347,0,0.3896376244267979,0.718599709204787,28.539173470529025,31.02085896432166,1.999496700592775,0,0,35.54384297058494,0,0,0,1.369813219997763,0,0,0,0,0,0,0,0.4185773403422437,0,0,0,0,0,0,0,0.49945894399718666,0.8605500710283089,0.5763129399931447,20940.84324022901,2.9278161240293407e-4,4519.696647687058,6.319153707907139e-5,0.999927,4.3e-5,1.1e-5,8.425686533333334,0.11850252523188676,0.06069787474495154
311.DB2,1351,0,6.212929355524079,0.20084543201133143,13.083724327195467,0,1.4302629249291785,0,0,69.49860570113314,4.541983888101983,0,0,4.761641288951841,0,0,0,0,0,0,0,0.2700070821529745,0,0,0,0,0,0,0,0.3213088910620623,0.22256892429684288,0.7353987913320651,6634.987159510669,7.270322208199485e-4,1660.0591480620365,1.819018575458742e-4,0.999975,0,5.2e-5,3.420758,0.3769743898664688,0.07985523913473647
311.J811,1348,0,0,1.5130773110454645,81.95355092826092,0,0.16431699369951405,0,0,6.529048682662056,0,0,0,0,0,0,0,0,0,0,0,9.840006084332044,0,0,0,0,0,0,0,0.6619021821463996,0.999088998175464,0.4859871024037569,3274.9720740914972,1.179955301192526e-4,0,0,0.999603,3.38e-4,2e-5,3.3944889333333337,0.12302495226039208,0.06623937320801894
311.J11,1348,1.438786677017762,2.1671826625387,1.3417451572774126,1.2582660668019792,30.844004003254984,0.5731295539363782,0,0,57.12822575365016,3.5760384611787153,0,0,1.6726216643439058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4593793797013654,0.717439649958876,0.6413706361225229,25994.338598841583,6.079491639442775e-4,6165.687117662657,1.4420156581679906e-4,0.999557,2.2e-4,1.4e-4,43.95571700000002,1.0340184971546815,0.06983733297500891
311.J813,1348,2.2873536182371335,0.7017841512460525,1.241618113743016,28.941269920837204,7.357165717458616,2.7288606804221502,0,0,52.58252711701672,0,0,0,0.7017841512460525,0,0,0,0,0,0,0,3.457636529793051,0,0,0,0,0,0,0,0.5502542208090198,0.947197266650528,0.5918216226515186,5785.226302869448,1.561792372410357e-4,3128.3982218919223,8.445492406043889e-5,0.999421,5.63e-4,0,17.128979000000008,0.46516095361219895,0.10821375262997328
311.J7,1348,0,0,0,51.49776999437174,3.0107878904752186,4.192276040837468,0,0,38.94672876449391,0,0,0,0,0,0,0,0,0,0,0,2.3524373098216667,0,0,0,0,0,0,0,0.5709613326995523,0.9439655097689158,0.46169709509514767,0,0,0,0,0.999855,1.09e-4,1.7e-5,4.002089,0.16251896665832458,0.03695324227086052
311.J51,1348,0,8.641153124954474,0,48.147878369125685,1.880321246693569,0.15317282098134663,0,0,31.2195761524902,0,0,0,0,0,0,0,0,0,0,0,9.95789828575472,0,0,0,0,0,0,0,0.5225763000052596,0.8897631804492769,0.5678098458193954,6150.0631662684655,1.843432694560945e-4,0,0,0.999914,3.3e-5,3e-6,0,0,0.04245745795097328
311.E1,1353,0,0.12492615202835762,1.577577294210319,16.18809078377314,2.219439247735329,0,0,0,66.06870322961797,10.770111264277274,0,0,2.6203721937770776,0,0,0,0,0,0,0,0.43077983458054353,0,0,0,0,0,0,0,0.452333036497674,0.658825997988862,0.6985956952066974,20940.790384401174,7.73334340751634e-4,2757.78928579324,1.0184396673248212e-4,0.999856,7.8e-5,9.1e-5,0,0,0.09006608314536273
311.E2Z,33477,0,1.8914321005429533,6.851136867391363,58.222538808079506,0,0.4891504090146138,0,0,25.233871487191532,0,0,0,0.00492560442849727,0,0,0,0,0,0,0,7.306944723351533,0,0,0,0,0,0,0,0.5516264680358656,0.9389100643113264,0.635338070500451,335.07120353840764,1.980795541665428e-5,383.1276552532965,2.2648844287434264e-5,0.999986,0,0,0,0,0.086424206322018
311.K2,1348,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42108863189125223,0.6219387823129008,0.5600824828669762,0,0,0,0,1.000075,0,0,0,0,0.05554123849311569
311.DB10,1351,0,23.886230998914225,1.0857763300760044,1.8990482491856675,21.79759602334419,0.5846651058631922,0,0,50.6408625135722,0,0,0,0.10582077904451684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4385478492388844,0.6144871662947232,0.74287669703390935,21568.557511248466,7.319864443755694e-4,1144.6390682703911,3.884637538878741e-5,0.999798,9.9e-5,9.1e-5,15.198897309803924,0.5187549360580299,0.0859378391575173
311.H,1347,0,0,0,5.006039457790901,11.398403999023126,0,0,0,83.59555654318598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4260074831750716,0.6120247753160106,0.6191290451197656,4161.314493475849,8.012354130590229e-4,631.7416822206368,1.2163796043155072e-4,0.999903,0,9.1e-5,2.286908,0.4429007516711254,0.05371621808511255
311.J814,1348,0,9.7420284068222,0,0,1.054203981518453,4.007543779590439,0,0,85.19622383206891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4090690360525891,0.5661672906423549,0.6811515595873454,1324.9877917711224,1.8849554440984956e-4,1830.5581948345948,2.6041905114312366e-4,0.999337,3.9e-4,2.1e-5,69.38520674509809,9.92931226511118,0.07700975633207768
311.E4,1353,0,7.267150417461048,13.54509072381829,45.69452205640655,0,2.0254667674709093,0,0,12.69085694563145,0,0,0,5.133825849714023,0,0,0,0,0,0,0,13.643087239497731,0,0,0,0,0,0,0,0.5178981306403917,0.8447852581801518,0.5978234449274936,0,0,0,0,0.999966,0,6e-6,0,0,0.08598501204246858
311.J812,1348,0,0,2.467509643045445,82.83491661193794,0,0.3096874450785781,0,0,11.839162326910802,0,0,0,0,0,0,0,0,0,0,0,2.548723973027222,0,0,0,0,0,0,0,0.6354863984811033,0.9975925856839816,0.5054393578452,1.1229588668630772,4.8619292299397567e-8,0,0,0.999911,9.7e-5,0,2.887781866666667,0.12576739911026671,0.06009608845982783
311.EB,1354,0,3.016113520726191,1.3151657793864204,46.55714258314998,9.16131695586614,1.7408593695058725,0,0,29.829512502751346,0,0,0,1.3334319707667872,0,0,0,0,0,0,0,7.046457317847256,0,0,0,0,0,0,0,0.5383304946232059,0.9375401157688646,0.54140353229782,31352.42191650899,2.863447551568114e-4,1096.5619244508568,1.0015007982711051e-5,0.999338,6.95e-4,0,39.24825765882356,0.36060052140938903,0.05665423769788928
311.J12,1348,0.6956641122706444,2.1104322828330857,3.8364494509192646,23.439611164781144,4.95587430161518,2.974194293712569,0,0,44.85836412616718,0,0,0,17.129410267700926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45929750900268534,0.6958802493811375,0.6278134387993601,10198.79339136688,2.2201954284618812e-4,2111.3982184065817,4.59634438338258e-5,0.999707,1.61e-4,1.06e-4,18.22575993333332,0.39907463907091933,0.05180509276400722
311.J52,1348,0,2.2398039835599115,0,49.890452102434395,2.319475181789441,0.30319317104015175,0,0,41.36579196964907,0,0,0,0,0,0,0,0,0,0,0,3.881283591527032,0,0,0,0,0,0,0,0.5645503642496984,0.9415794163401652,0.5126755855899296,775.7064320128842,2.2321392697334556e-5,0,0,0.99994,2.6e-5,0,2.286908,0.06619133008430006,0.04327175138735262
311.J5Z,1348,0,12.120403705956855,3.398539956717296,66.03379840631888,8.685711721235451,1.072094623570125,0,0,5.759392047551136,0,0,0,0,0,0,0,0,0,0,0,2.9300595386502577,0,0,0,0,0,0,0,0.5761948271596976,0.97684182707802,0.5765773821531046,4419.691920034671,1.1022156279034108e-4,0,0,0.999592,4.26e-4,1.2e-5,6.860724,0.17209473344560414,0.02645175343545765
311.J1Z,1348,0.4811568016863807,3.5487812515406745,0,3.938530253183616,26.210187306041576,1.697440181856218,0,0,61.91532652971487,1.4241495143794063,0,0,0.7844281615972648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4349172501552918,0.604913170739778,0.6649107338188615,32998.351607551376,5.277575812911597e-4,6131.913872983587,9.807047554311648e-5,0.999807,1.03e-4,7.7e-5,18.36252599999999,0.29538417250594295,0.06386909369449104
311.G1,1347,0,2.9192275857210785,0,0,0,0.828372928517338,0,0,96.2523994857616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4146896573621178,0.5751348762991407,0.643087244831527,5332.390030450842,6.809045503525648e-4,596.0810171813207,7.611488931975797e-5,0.998837,9.28e-4,2.53e-4,8.977234933333333,1.1530664541722753,0.06326051761031377
311.DB1A0,1351,0,18.123082442013047,1.308423566728658,7.178015463187607,41.59937316504451,0.00226566851381585,0,0,30.260646281943565,0,0,0,0.43784044029491453,0,0,1.0903529722738816,0,0,0,0,0,0,0,0,0,0,0,0,0.46467229538273463,0.7291012043222126,0.7298220755627641,20879.27711373996,6.506429866197465e-4,8870.145561680989,2.7641273060196653e-4,0.999663,1.84e-4,1.35e-4,20.789857886274493,0.6515513930318108,0.07459606509851098
311.G9,1347,0,0.6515807057407581,0,20.7272871900755,16.48094541455266,3.1866585046153633,0,0,58.95352818501571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463574522922769,0.7452444913838755,0.6086552731005472,0,0,1110.7177424000563,2.1129760429125732e-5,0.999992,0,4e-6,2.858635,0.05470189384906378,0.02754741384412399
311.J32,1348,6.766673599088162,9.44871043455479,0,18.469861522629856,6.447422084534129,0.4480865166202555,0,0,54.91882314492453,0,0,0,3.500422697648289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4437231323241866,0.6341952458958156,0.6933655206924709,7595.289399897487,8.864017576602227e-4,1151.064474757449,1.3433399570252254e-4,0.987381,0.012029,5.91e-4,34.24756833333331,4.020276075631574,0.09498573228073748
311.DB32A,1351,0,0,0,0,0,0.8967442287884764,0,0,99.10325577121154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3937885136988808,0.5156922778508218,0.7572508298842389,1160.1205376470618,0.00219934159635918,24.394421465595386,4.624663050722024e-5,0.998885,0,3.28e-4,0,0,0.06982851825061553
311.GA,1347,4.089162526054096,0.9099618502786544,2.1064758379375115,18.789510371848184,35.105984801920194,0.2527290270962602,0,0,38.28123658664725,0,0,0,0,0,0,0,0,0,0,0,0.4649389982178483,0,0,0,0,0,0,0,0.48522177899508506,0.7865110694792267,0.6259265167139013,37007.82994394317,6.354655746397124e-4,14397.944889824128,2.472287171904394e-4,0.99925,5.6e-4,1.64e-4,40.59261700000001,0.7011781683461935,0.0892386570524457
311.DB4,1351,0.6011691169276208,8.37654757814402,5.003219736186422,55.09981182177906,0,0.39069166304493746,0,0,21.098942606780337,3.150790598825422,0,0,1.4376178958170736,0,0,0,0,0,0,0,4.841208982495102,0,0,0,0,0,0,0,0.5091509705458859,0.7617120200052669,0.6105533027249735,16265.571857683672,4.886370874140664e-4,3576.064086310181,1.074292102871994e-4,0.999902,6.6e-5,5.6e-5,4.002089,0.1209212949048772,0.0713062122622195
311.E3,1353,0,0,2.4393284269753552,44.30729672059424,3.5321377853928713,0.5149964925488049,0,0,45.041295043861474,0,0,0,0.6042104079642363,0,0,0,0,0,0,0,3.560735122663023,0,0,0,0,0,0,0,0.486530522139529,0.6710951821413682,0.6385218326232505,10850.17586665131,5.093064082912645e-4,0,0,0.999821,2.7e-5,1.25e-4,0,0,0.08871140793500087
311.K1,1348,0,0,0,45.218919582373616,0.7975431284373483,0,0,0,53.98353728918903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5501553061855299,0.9350020484699662,0.4958981089125486,0,0,0,0,1.000054,0,0,0,0,0.03137561683830202
311.J3Z,1348,0,6.077720039424549,0.8560494935426105,39.37110439639256,5.670980847627818,4.233974522116155,0,0,22.310963449000273,0,0,0,19.434868515425087,0,0,0,0,0,0,0,2.0443387364709475,0,0,0,0,0,0,0,0.49581501216384455,0.8522794719622043,0.6393998571586299,14444.37467523878,3.342538240081424e-4,527.8183243059823,1.2214117761932667e-5,0.999976,1.5e-5,2.3e-5,6.172409533333333,0.1436661750079854,0.05274287204713146
311.DB320,1351,0,0,0,0,0,0.22196612768495008,0,0,86.1003769637968,13.677656908518246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3752631425202369,0.4352077299577565,0.7550122170168295,1759.0996598463194,9.78433259377159e-4,1231.726237722688,6.851015578848227e-4,0.999786,0,1.32e-4,4.002089,2.238730522425408,0.0994981951492138
311.1C,33688,0.4354928531650269,0,0,0,54.37868943753481,0.3411917579357713,0,0,41.12344533135326,0.4934100612585855,0,0,3.2277705587525527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48636265682271823,0.7049231098910319,0.7744250548728387,9305.65431962826,5.529385941140762e-4,16910.54689290439,0.00100481854402649,0.999319,4.58e-4,2.42e-4,0,0,0.0954222044209968
311.J4A0,1348,7.139283011533514,2.122403856359699,3.7271986667604016,28.706004954159553,36.152682951708655,0.290440015934915,0,0.6726849918188824,17.778182123947722,0,0.4962430267516345,0,2.9148764010250177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5551475821422489,0.8938313193043818,0.6765887378354107,33878.19722233761,4.67036442055419e-4,30657.546266842124,4.226373450938716e-4,0.998898,8.2e-4,2.67e-4,80.03457400784329,1.109886886791781,0.13162855321365896
311.J42,1348,0,0,0,0,67.21736998079973,5.64346982218883,0,0,27.139160197011435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5228192174602679,0.9721507266973534,0.6637198941045223,0,0,0,0,1.000154,0,0,0.6510819999999999,0.16110463576388814,0.0487571677519751
311.J41,1348,0.6820829674779612,7.350710828212853,6.501268647412884,21.90620888331224,24.847013409365477,0.7515917511459981,0,0,36.68754321876791,0,0,0,1.2735802943046743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5171211084188903,0.8621084808167837,0.6726989991835274,36410.137465465254,3.2659025994586597e-4,11867.492694475117,1.0644858255947175e-4,0.999719,2.14e-4,5.3e-5,29.769207733333307,0.268611574100614,0.0741551559091067
311.J8A,1348,0,0,0,16.537934277715912,16.028624286278355,1.0381405748814343,0,0,66.3953008611243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5100081081738498,0.8889077191766063,0.6142031025123315,0,0,0,0,0.999981,1.6e-5,0,0,0,0.06219997976317974
311.DB31,1351,8.535775685812402,0,0,0,0,1.6270868966851486,0,0,88.98149328807419,0.8556441294282662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3884817876023622,0.3761385123326787,0.7601527138895793,12893.963703511025,0.00333975150977275,6014.282604373448,0.0015577994377855,0.995607,0.002779,0.00168,28.552718999999975,7.438106372043992,0.1327341820002327
312.CD,348,2.9731948459863657,0,0,0,17.513946364497183,0,0,0,68.91887068565514,10.593988103861312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2914654571097739,0.21639156093116557,0.7981273040491441,30768.457804650257,0.00186762156840319,35996.0505889782,0.0021849324033116598,0.998485,0.001321,2.64e-4,23.021196,1.404836321639753,0.15139493305434748
312.CC,348,0.32640723430197116,0,0,0,9.52084603400393,2.891095983201246,0,0,77.44826593510804,7.395177132019237,0,0,2.418207681365576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32567632670369995,0.29505162368006443,0.7817575213894317,129649.91859920805,0.00137269113235364,72214.57726555628,7.645844356102943e-4,0.999646,2.25e-4,1.27e-4,57.55299,0.6126063864661435,0.12368739097781303
313.B1DA,369,12.791762391265792,0,0,0,3.8787538822597742,0.00680555498269739,0,0.00103114469434808,74.70767047915233,8.613976547645072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20243185247463616,0.0930221997746155,0.7938418359013812,38174.13588544064,0.00196861524252614,13681.47053752916,7.05544495392876e-4,0.993827,0.006191,0,115.51817200000006,5.989548483564677,0.28494104586634567
313.B1BC,367,0,0,0,0,0,0.00392254926476717,0,3.427572579419365,88.87172773585553,7.696777135460335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19500811652914585,0.10406261779247844,0.79416197476679,30365.176224745668,0.00147439834522743,12162.990368858043,5.905808924055322e-4,0.997719,0.002269,0,19.50306800000001,0.9520829128822884,0.18643864082470368
313.B1BB,367,10.935575954326652,0,0,0,0,1.5616254337848428,0,18.74405294973693,65.11915090115303,3.639594760998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13543785926511104,0.03192063315361645,0.778400529270336,21223.202575378873,0.00265093167817715,14612.296418823593,0.00182518162986918,0.985627,0.014092,0,87.53141650196083,10.99197441898937,0.3587513657148823
313.F,353,0.4876510503745098,0,0,0,8.241061269597308,2.319218962850166,0,0,84.67045556238965,4.0850186154005685,0,0,0.1965945393878012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13997878144121287,0.0459661136412853,0.7871273730476874,94043.61391431464,0.00133590191790104,98019.09673824636,0.00139237417484676,0.998734,0.001211,6e-6,84.5406615803922,1.2075700016613653,0.16690877037685994
313.B1DB,369,2.449096326046879,0,0,0,14.56556985778246,0.4989547669212536,0,0,74.56791545957336,7.91846358967606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22462174059073972,0.14022539161940897,0.7977359051074202,45914.33847665552,0.00192749693579641,13114.398380173798,5.505461590272222e-4,0.995885,0.003684,3.71e-4,95.25027780392162,4.020311066604036,0.18614614830324483
313.E,353,0,0,0,0,9.373996002403464,14.685649118934627,0,0,73.53272265754332,2.407632221118591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16037878478028106,0.13625040114815412,0.6976922580290473,27144.791347819824,7.989393318478735e-4,6999.285661708975,2.0600654240900257e-4,0.998733,0.001245,3e-6,38.810583000000015,1.148597406107908,0.13759775881104028
313.C7B,366,0,0,0,0,0.19569039128032548,9.68627254005726,0,0,87.72454668742779,2.3934903812346175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13802262202051668,0.09378466034613374,0.7473475970787848,11338.093083370137,4.328907418291619e-4,1473.7687362674194,5.626879554051043e-5,0.996893,0.003117,0,117.5585288352942,4.512905059908388,0.13974340823190814
313.B1CAC,3095,7.5269575733145215,0,0,0,2.2934092512345057,0.3393630958379522,0,5.183916154388793,71.61720245893379,13.039151466290436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1323172800188621,0.04171134965778598,0.8053586827879196,22395.28918016122,0.00173790409452306,750.9005549707091,5.827087735126291e-5,0.996353,0.00368,2e-5,46.92162356078433,3.661024002378984,0.2074217140672302
