vassdragNr,innsjo_nr,year,Coniferous forest,Transitional woodland-shrub,Peat bogs,Water bodies,Non-irrigated arable land,"Land principally occupied by agriculture, with significant areas of natural vegetation",Discontinuous urban fabric,Mixed forest,Sea and ocean,Broad-leaved forest,Moors and heathland,Bare rocks,Sparsely vegetated areas,Glaciers and perpetual snow,Complex cultivation patterns,Sport and leisure facilities,Water courses,Natural grasslands,Continuous urban fabric,Industrial or commercial units,Road and rail networks and associated land,Port areas,Green urban areas,Mineral extraction sites,Pastures,NA,total_pop,pop_density
024.52Z,21894,1986,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,68,10.521852761459902
024.52Z,21894,1987,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,68,10.521852761459902
024.52Z,21894,1988,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,68,10.521852761459902
024.52Z,21894,1989,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,68,10.521852761459902
024.52Z,21894,1990,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,68,10.521852761459902
024.52Z,21894,1991,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4.1777944788149615
024.52Z,21894,1992,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5.725125767264947
024.52Z,21894,1993,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7.427190184559931
024.52Z,21894,1994,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,69,10.6765858903049
024.52Z,21894,1995,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,50,7.736656442249928
024.52Z,21894,1996,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6.189325153799943
024.52Z,21894,1997,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6.49879141148994
024.52Z,21894,1998,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4.796726994194955
024.52Z,21894,1999,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4.951460123039954
024.52Z,21894,2000,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,63,9.74818711723491
024.52Z,21894,2001,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5.879858896109946
024.52Z,21894,2002,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,51,7.891389571094927
024.52Z,21894,2003,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,64,9.902920246079908
024.52Z,21894,2004,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,67,10.367119632614903
024.52Z,21894,2005,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,67,10.367119632614903
024.52Z,21894,2006,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6.189325153799943
024.52Z,21894,2007,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,59,9.129254601854916
024.52Z,21894,2008,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,91,14.08071472489487
024.52Z,21894,2009,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,94,14.544914111429865
024.52Z,21894,2010,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,52,8.046122699939925
024.52Z,21894,2011,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6.8082576691799375
025.BD,1373,1990,11.086004666938388,0,0,1.5471448967576933,0,0,0,5.835579803931383,0,11.074325403351711,51.85521526789609,0,18.601729961124736,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.521553601079691
025.JA,15342,1996,0,0,0,6.191027326049003,0,0,0,0,0,0,48.788080899229065,0,45.02089177472193,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.262541839665295
025.JA,15342,2001,0,0,0,6.191027326049003,0,0,0,0,0,0,48.788080899229065,0,45.02089177472193,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9188964388285324
025.JA,15342,2005,0,0,0,6.191027326049003,0,0,0,0,0,0,48.788080899229065,0,45.02089177472193,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.312709198326475
025.JA,15342,2009,0,0,0,6.191027326049003,0,0,0,0,0,0,48.788080899229065,0,45.02089177472193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
025.B3111,10902,1990,0.9467223310632212,0,1.0046412911652207,0.373169138912212,0,22.132234039244956,0,18.891493298504216,0,55.204737693192776,1.4470022079174052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8.085665299575107
026.D1AA,1431,1990,38.94434821230291,0,0,0.00284254941150344,0,0,0,9.27381745502998,0,15.159316011547858,29.976815456362427,0,6.642860315345326,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4.970525533128691
026.D1AB,1431,1990,0.26281682027649766,0,0,4.522339429723502,0,0,0,26.449992799539167,0,28.159202188940093,21.86509936635945,0,18.740549395161292,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.084903427154902
026.4D,1437,2001,0,0,2.0164940986682907,2.5771147320473236,0,3.049550492306752,0,0.5225247681913635,0,31.08105248058169,26.925546099524272,0,33.82771732868031,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2.5959872161197612
026.4BE,66156,2001,0.7579054956810214,0,0,11.987682952973048,0.00324816641006152,15.73108646835528,0,0.09462991474645896,0,0.9287590488502574,53.1361046689144,0,16.376605406248174,0,0.9839778778213032,0,0,0,0,0,0,0,0,0,0,0,124,6.235240064037054
026.4BCB,21186,1991,11.413210881265806,0,0,21.209916672070552,0,7.97552850009727,0,0,0,1.425410154983464,32.555038583749436,0,25.42089520783347,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3.026435418819172
026.4BF,66156,2001,0,0,0,3.247102873439661,0,2.817884845521464,0,0,0,12.21597124848033,52.21258468779906,0,27.40298359801144,0,2.1034727467480456,0,0,0,0,0,0,0,0,0,0,0,114,6.801226148320456
026.B2A,21686,2001,0,0,0,0,0,0,0,0,0,33.6168456838786,0,0,66.3831543161214,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.811912691530006
026.B22,21532,2001,10.884614862018832,0,0,26.118252102667228,0,6.358954848703072,0.6170428142451458,4.1666100520401645,0,15.80278408087286,20.583379757327062,0,15.468361482125632,0,0,0,0,0,0,0,0,0,0,0,0,0,354,7.249184608598615
026.B2B,21686,2001,0,0,0,0,0,0,0,0,0,38.21779774189632,30.507162801991015,0,31.275039456112665,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.6678020910837406
026.1B,21797,1990,0,0,0,0.685647548727998,0,0,0,4.229800188963153,0,7.605985582811352,33.96809497148056,0,53.51047170801694,0,0,0,0,0,0,0,0,0,0,0,0,0,76,6.549129016920023
027.6C,20972,1982,2.424536307431204,0,2.990720638314286,0.7879742999151413,0,49.40213138782663,0,0,0,4.612955840377346,20.21181630831285,0,19.557742536285392,0,0.01212268153715601,0,0,0,0,0,0,0,0,0,0,0,121,3.686378405909476
027.6C,20791,1983,2.4251309708515794,0,2.991454169158397,0.7881675655267633,0,49.69754758630573,0,0,0,4.614087255109999,19.90894735536712,0,19.56253944282616,0,0.01212565485425789,0,0,0,0,0,0,0,0,0,0,0,120,3.656760166691501
027.6C,20985,1983,2.4215473687686435,0,2.9870337145435935,0.787002894849809,0,49.453225611165536,0,0,0,4.607269044919704,20.198181638066725,0,19.53363199084215,0,0.01210773684384321,0,0,0,0,0,0,0,0,0,0,0,121,3.6818415740443897
027.6C,20938,1982,2.438389111484258,0,3.0078083869501846,0.0892228743065831,0,49.82155425138683,0,0,0,4.6393123742705615,20.3342255620764,0,19.65729549396776,0,0.01219194555742129,0,0,0,0,0,0,0,0,0,0,0,121,3.707511194345959
027.6C,20899,1982,2.4005214202072427,0,2.5049159320386205,0.7898632376659818,0,49.785411281235504,0,0,0,4.624014051832703,20.278495835266565,0,19.604626499635447,0,0.01215174211793818,0,0,0,0,0,0,0,0,0,0,0,120,3.66466953970805
027.C2,1526,2001,0,0,0,0,4.886969610749589,65.37727276899213,0,0,0,0,27.535267500665423,0,0,0,0,0,0,0,0,0,0,0,0,0,2.200490119592852,0,12,5.313619845144738
027.C1,20578,2001,1.3895775368474907,0,0,2.220165928190423,0.00284231768900623,12.904438121164846,0,0,0,22.606215832972783,30.76145690888477,0,27.613747974848646,0,0,0,0,0,0,0,0,0,0,0,2.5015553794020393,0,75,4.189011707426349
027.7CC,1543,1983,0,0,0,0,0,10.188351628444323,0,0,0,0,62.679853502390074,0,27.131794869165603,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2.576266218934758
027.D4,1523,2001,11.396933917748465,0,0,3.693140112828471,9.072206027305327,7.249753580940796,0,0,0,10.33701738565107,39.19866619130508,0,11.4294402617285,0,3.67845982845039,0,0,0,0,0,0,0,0,0,3.944382694041902,0,159,9.049316484705791
027.7CB,1543,1983,4.221988592305753,0,0,2.086257010879648,0,10.590888116113012,0,0,0,0,42.969615953646134,0,40.131250327055454,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2.065058547709015
027.6AA,20983,1983,0,0,0,0,0,69.04362468298125,10.391993812042877,0,0,0,0,0,0,0,0,20.564381504975874,0,0,0,0,0,0,0,0,0,0,37,71.01965188528642
027.D60,20251,1996,0,0,0,18.816196466974215,2.94241902509548,10.931107907804204,0,0,0,13.861213779692214,29.110417139909263,0,23.718742105251984,0,0.6199035752726408,0,0,0,0,0,0,0,0,0,0,0,0,0
027.D60,1523,2001,0,0,0,1.9432149411637696,3.5440539165034473,13.686299306508742,0,0,0,16.618857410177718,34.812335816330204,0,28.71768377004262,0,0.6775548392735049,0,0,0,0,0,0,0,0,0,0,0,41,4.889840974472972
027.6D,20853,1984,0,0,3.5272916779990835,1.5943175896079833,0.2828571378437232,44.99692050696702,0,0,0,0,32.385913995286884,0,4.0859871661469835,0,12.309900526233596,0,0,0,0,0,0,0,0,0,0.8168113999147217,0,268,7.279918722634122
027.6D,20608,1982,0,0,3.14767635948344,1.5964157076341916,0.2832293771413511,45.344636738996755,0,0,0,0,32.39269085478345,0,4.091364315206888,0,12.326100325046122,0,0,0,0,0,0,0,0,0,0.8178863217078098,0,269,7.316601211023796
027.6D,20782,1983,0,0,3.5280717057494826,1.5946701581156006,0.2829196890691556,44.98475708747168,0,0,0,0,32.39307583897447,0,4.086890744208659,0,12.312622746251575,0,0,0,0,0,0,0,0,0,0.8169920301593793,0,269,7.308627014926274
027.6D,20609,1982,0,0,3.525992397944954,1.5937303217454908,0.28275294724342187,45.06664515031336,0,0,0,0,32.32452039873077,0,4.084482090266949,0,12.30536616682073,0,0,0,0,0,0,0,0,0,0.816510526934323,0,269,7.30431637033227
027.6D,20609,2001,0,0,3.525992397944954,1.5937303217454908,0.28275294724342187,45.06664515031336,0,0,0,0,32.32452039873077,0,4.084482090266949,0,12.30536616682073,0,0,0,0,0,0,0,0,0,0.816510526934323,0,200,5.43071849095336
027.6D,20830,1984,0,0,3.533653381334674,1.597193046602669,0.28336728935983957,44.93199712413843,0,0,0,0,32.444324128584064,0,4.093356513668253,0,12.29782394312966,0,0,0,0,0,0,0,0,0,0.8182845731824151,0,269,7.32025979778675
027.7CA,1543,1983,0,0,0,0.03392380418590245,0,38.947722926100184,0,0,0,0,12.405541871315704,0,47.67966095861787,0,0.9331504397803312,0,0,0,0,0,0,0,0,0,0,0,5,2.0935685637567354
027.D6B,20124,1997,6.0580522947958775,0,0,2.9190221201318556,0,0,0,9.86680190325612,0,4.729054487418522,59.738526020613634,0,16.68854317378399,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.2831598746082962
027.BD,20546,1997,0,0,3.735332077155967,6.087036821240977,3.8993533691424496,5.183600509213555,0,1.021505258135654,0,12.781787920029728,48.094076984470746,0,19.08385533585888,0,0,0,0,0,0,0,0,0,0,0,0.1134517247520442,0,82,2.899762766052891
027.BD,20546,1999,0,0,3.735332077155967,6.087036821240977,3.8993533691424496,5.183600509213555,0,1.021505258135654,0,12.781787920029728,48.094076984470746,0,19.08385533585888,0,0,0,0,0,0,0,0,0,0,0,0.1134517247520442,0,84,2.9704886871761325
027.BD,20546,2005,0,0,3.735332077155967,6.087036821240977,3.8993533691424496,5.183600509213555,0,1.021505258135654,0,12.781787920029728,48.094076984470746,0,19.08385533585888,0,0,0,0,0,0,0,0,0,0,0,0.1134517247520442,0,227,8.027392047487881
027.AA,1524,1996,0,0,0,1.99533331264266,3.4743402731733193,32.68684383526086,0,0,0,6.909744460777537,34.74791706049483,0,18.4176149108279,0,1.6688909140669304,0.0993152327559695,0,0,0,0,0,0,0,0,0,0,50,3.8575995715009497
027.AA,1524,2001,0,0,0,1.99533331264266,3.4743402731733193,32.68684383526086,0,0,0,6.909744460777537,34.74791706049483,0,18.4176149108279,0,1.6688909140669304,0.0993152327559695,0,0,0,0,0,0,0,0,0,0,93,7.175135202991766
027.AA,1524,2003,0,0,0,1.99533331264266,3.4743402731733193,32.68684383526086,0,0,0,6.909744460777537,34.74791706049483,0,18.4176149108279,0,1.6688909140669304,0.0993152327559695,0,0,0,0,0,0,0,0,0,0,66,5.092031434381253
027.AB,20639,1986,0.3064724798658526,0,0,15.245582965383932,0.03896578672580126,1.133291448761085,0,0.4378178283797895,0,14.41493309049038,32.45871925150664,1.280617148010884,32.09412645492337,0,0.40333967439488105,0.5877704345998673,0,0,0,0,0,0,0,0,1.598363436957516,0,240,2.640425232843107
027.AB,20660,1986,0.30652918103066057,0,0,15.24840358507772,0.03897299587389827,1.1335011215683783,0,0.42859347990537006,0,14.411250496741484,32.461878169977,1.2808540778781174,32.10006426165331,0,0.40341429717785154,0.5878791793338026,0,0,0,0,0,0,0,0,1.5986591537824058,0,241,2.651901964083222
027.AB,1524,1996,0.3534081801371981,0,0,2.5972976895940225,0.0449333257603009,1.295240980202831,0,0.4776059120139848,0,16.576989340956853,37.27572779997097,1.4355945146001754,36.992117735410865,0,0.46447932246603174,0.6777864026202692,0,0,0,0,0,0,0,0,1.808818796266495,0,117,1.484313029664397
027.AB,1524,2001,0.3534081801371981,0,0,2.5972976895940225,0.0449333257603009,1.295240980202831,0,0.4776059120139848,0,16.576989340956853,37.27572779997097,1.4355945146001754,36.992117735410865,0,0.46447932246603174,0.6777864026202692,0,0,0,0,0,0,0,0,1.808818796266495,0,197,2.499227921742617
027.AB,1524,2003,0.3534081801371981,0,0,2.5972976895940225,0.0449333257603009,1.295240980202831,0,0.4776059120139848,0,16.576989340956853,37.27572779997097,1.4355945146001754,36.992117735410865,0,0.46447932246603174,0.6777864026202692,0,0,0,0,0,0,0,0,1.808818796266495,0,217,2.7529566447621723
027.D6A,1523,2001,0,0,0,0.00111301560447877,9.039690136455716,0,0,0,0,0,72.08734946463949,0,9.264741891681322,0,9.607105491618992,0,0,0,0,0,0,0,0,0,0,0,7,2.8166682130881724
027.6AB,20983,1983,0,0,0,0,0,61.380572467495185,0,0,0,2.5291300209664382,33.84652977251329,0,2.2429133609354412,0,0,8.543780896447667e-4,0,0,0,0,0,0,0,0,0,0,122,31.952560433462097
027.50,21202,2001,0,0,0,0.5828586977359728,3.092088582153702e-4,19.649913730728557,0.01824332263470684,0,47.22299524436776,0.5643061662430505,4.308052417085645,0,26.764654953835116,0,0.0269011706647372,0,0,0,0,0.0269011706647372,0,0,0,0,0.8348639171814994,0,1461,22.706811178731925
027.50,21144,2001,0,0,0,0.9256373784715258,3.0854579282384197e-4,19.60777658816233,0.01820420177660667,0,47.121730571642786,0.5630960719035115,4.299585623000238,0,26.576900410674448,0,0.02684348397567425,0,0,0,0,0.02684348397567425,0,0,0,0,0.8330736406243733,0,1479,22.93712279303788
027.6B,21072,1983,0,0,0,0,8.862429925088058,39.905739941459544,3.220122041970531,0,0,0.8800912834251129,0.4349853648856477,0,46.69663144317111,0,0,0,0,0,0,0,0,0,0,0,0,0,350,44.48493705429395
027.BA,20451,1996,0,0,0,4.563272039492538,2.5956226279682326,22.21953644612015,0.7433508351794583,0,0,7.622647903890195,46.87321669312294,0,9.939918911712448,0,0,0,0,0,0,0,0,0,0,0,5.442434542514036,0,70,2.945643520335105
027.BA,20451,2005,0,0,0,4.563272039492538,2.5956226279682326,22.21953644612015,0.7433508351794583,0,0,7.622647903890195,46.87321669312294,0,9.939918911712448,0,0,0,0,0,0,0,0,0,0,0,5.442434542514036,0,260,10.94096164695896
027.BA,20451,2009,0,0,0,4.563272039492538,2.5956226279682326,19.776421599288295,0.7433508351794583,0,0,7.622647903890195,49.316331539954795,0,9.939918911712448,0,0,0,0,0,0,0,0,0,0,0,5.442434542514036,0,219,9.215656156476973
027.BA,20481,1986,0,0,0,2.337209539755789,2.6585535181933273,22.73247029035815,0.7613733817944215,0,0,7.79214481153265,47.962949728427326,0,10.180912320823294,0,0,0,0,0,0,0,0,0,0,0,5.57438640911504,0,100,4.310150179304848
027.AC0,1524,1996,0,0,0,3.521173667258972,0.8303377860094153,3.1982346861819497,0,0,0,14.804055752632609,58.61879663868436,0.4189827099801682,16.4706400551768,0,1.1329722203720136,0,0,0,0,0,0,0,0,0,1.0048064837037214,0,15,0.21060770866923675
027.AC0,1524,2001,0,0,0,3.521173667258972,0.8303377860094153,3.1982346861819497,0,0,0,14.804055752632609,58.61879663868436,0.4189827099801682,16.4706400551768,0,1.1329722203720136,0,0,0,0,0,0,0,0,0,1.0048064837037214,0,105,1.4742539606846572
027.AC0,1524,2003,0,0,0,3.521173667258972,0.8303377860094153,3.1982346861819497,0,0,0,14.804055752632609,58.61879663868436,0.4189827099801682,16.4706400551768,0,1.1329722203720136,0,0,0,0,0,0,0,0,0,1.0048064837037214,0,115,1.6146590997974817
027.C3,1526,2001,2.694431353383021,0,0,1.93514979083393,0,3.764407440377488,0,4.659545129252414,0,45.480674684214506,1.781838915943749,0,39.683952685994896,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.0766671742457032
027.E3,1528,1997,0,0,0,1.4148459413857215,0,1.527421036228224,0,0,0,1.4892690947780205,22.99809777644037,19.394620038904232,53.17574611226343,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6498654614256578
027.E3,1528,1999,0,0,0,1.4148459413857215,0,1.527421036228224,0,0,0,1.4892690947780205,22.99809777644037,19.394620038904232,53.17574611226343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
027.E3,1528,2005,0,0,0,1.4148459413857215,0,1.527421036228224,0,0,0,1.4892690947780205,22.99809777644037,19.394620038904232,53.17574611226343,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4.224125499266776
027.CC,20346,2001,0,0,1.3046603889130493,4.915773965368811,0,2.486398693564563,0,0,0,7.578124306621817,64.605761806289,0,17.129880273002403,0,0,1.979400566240359,0,0,0,0,0,0,0,0,0,0,70,1.8732589121757257
027.C4,1526,2001,14.92140740460301,0,0,0.6842219384682102,5.009826225524783,27.14172136197337,0,0,0,1.262781837142788,30.554226653679756,0,2.684917174039491,0,17.740897404568592,0,0,0,0,0,0,0,0,0,0,0,36,5.155578541807326
027.E1,1528,1997,0,0,0,6.143689572875552,5.014858740379744,1.3073524352351258,0,0,0,27.63861159496455,29.48721769070523,0,30.408269965839796,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.9710634555
027.E1,1528,1999,0,0,0,6.143689572875552,5.014858740379744,1.3073524352351258,0,0,0,27.63861159496455,29.48721769070523,0,30.408269965839796,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.252643949142857
027.E1,1528,2005,0,0,0,6.143689572875552,5.014858740379744,1.3073524352351258,0,0,0,27.63861159496455,29.48721769070523,0,30.408269965839796,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3.0973854300714287
027.E1,1523,2001,0,0,0,6.143689572875552,5.014858740379744,1.3073524352351258,0,0,0,27.63861159496455,29.48721769070523,0,30.408269965839796,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4.223706930975291
027.C6,1526,2001,91.42402566898006,0,0,0.4890490245610303,0,8.086925306458905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6929733999867305
027.E2,1528,1997,0,0,0,6.0129222128382755,15.692923870860772,8.689074149874871,0,0,0,0.8647623587442551,23.641846415303547,0,45.098470992378275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
027.E2,1528,1999,0,0,0,6.0129222128382755,15.692923870860772,8.689074149874871,0,0,0,0.8647623587442551,23.641846415303547,0,45.098470992378275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
027.E2,1528,2005,0,0,0,6.0129222128382755,15.692923870860772,8.689074149874871,0,0,0,0.8647623587442551,23.641846415303547,0,45.098470992378275,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.2823647901526667
027.E2,1523,2001,0,0,0,6.0129222128382755,15.692923870860772,8.689074149874871,0,0,0,0.8647623587442551,23.641846415303547,0,45.098470992378275,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5.129458064164998
027.D3,1523,2001,0,0,0,3.7146006687010886,1.5714214979842545,1.94903173854465,0,3.3385540316212743,0,8.420265343510655,27.03757078563257,0,53.968555934005515,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2.3466179801541975
027.E4,1528,1997,0,0,0,1.68013029139421,0,0.21381012901774704,0,0,0,26.20190288304938,9.054818315588086,0,62.84933838095057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
027.E4,1528,1999,0,0,0,1.68013029139421,0,0.21381012901774704,0,0,0,26.20190288304938,9.054818315588086,0,62.84933838095057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
027.E4,1528,2005,0,0,0,1.68013029139421,0,0.21381012901774704,0,0,0,26.20190288304938,9.054818315588086,0,62.84933838095057,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2.085840620801957
027.CB,1527,1996,0,0,0,0.8679484792959525,0,0.5550833297822952,0,0,0,11.290282789725463,26.229089057793708,0,61.05759634340259,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.15151120369012577
027.CB,1527,2001,0,0,0,0.8679484792959525,0,0.5550833297822952,0,0,0,11.290282789725463,26.229089057793708,0,61.05759634340259,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.808059753014004
027.C5,1526,2001,15.292561509111849,0,0,0.7917906905724661,0,83.91564780031568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34.677732880516174
027.3CF,20952,1997,0,0,0,0,0,0,0,0,0,40.41229161613218,38.89093450555894,0,20.69677387830888,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.8473730568479851
027.3CF,20952,2001,0,0,0,0,0,0,0,0,0,40.41229161613218,38.89093450555894,0,20.69677387830888,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.5394775473733209
027.D8,1523,2001,0,0,2.589077090305297,8.984596774423627,5.187283708642525,3.917138121200191,0,0,0,14.592409368036952,33.266288361848844,3.135992878968135,28.327213696574432,0,0,0,0,0,0,0,0,0,0,0,0,0,178,6.17661686773333
028.CA,20056,1997,0,0,0,6.139548872180451,9.057443609022556,31.90877192982456,0.00120300751879699,0,0,7.366015037593986,15.46907268170426,0,5.953483709273183,0,9.125614035087718,0,0,0,0,0,0,0,0,0,14.978847117794484,0,534,19.375409229228307
028.CA,20056,2001,0,0,0,6.139548872180451,9.057443609022556,31.90877192982456,0.00120300751879699,0,0,7.366015037593986,15.46907268170426,0,5.953483709273183,0,9.125614035087718,0,0,0,0,0,0,0,0,0,14.978847117794484,0,499,18.105485403342556
030.AZ,19769,2001,0,0,0,1.169127309267991,0,0.14541624797093608,0,0,0,4.566601607791605,35.478182731699775,2.118197804746077,56.185263198577715,0,0.33721109994589166,0,0,0,0,0,0,0,0,0,0,0,84,2.2439448047933137
030.A2Z,19663,2001,0,0,4.79736936777728,8.276477258622032,0,0.24194074345234717,0,0,0,5.2017259842254635,20.777239897922044,0,60.70524674800083,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1.9835239965013136
030.2AZ,20013,1997,0,0,0,2.548618119396301,0,2.292263610315186,0,0,0,0.24499703083068597,63.1352480959999,4.2113529352591295,27.567520208198804,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2.260362007438474
030.B0,19680,1997,0,0,0,1.6560436722374134,0,0.3024251182395467,0,0,0,9.525011188152192,27.12323527846177,5.566475367336116,55.68880573621985,0,0.1380036393531178,0,0,0,0,0,0,0,0,0,0,0,129,2.556570498523752
031.12B,19385,1997,0,0,0,0,0,0,0,0,0,0.04117424942356051,20.746197909553228,0,79.2126278410232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
031.12B,19385,2001,0,0,0,0,0,0,0,0,0,0.04117424942356051,20.746197909553228,0,79.2126278410232,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.9540840473413392
031.12D,19336,1997,0,0,0,0,0,0,0,0,0,0,1.730621409821739,0,98.26937859017826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
031.12C,19336,1997,0,0,0,0,0,0,0,0,0,10.532735217648284,7.705921140291839,0,81.76134364205988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
032.E,25615,2001,2.541281953567367,0,0,7.34628229864639,0,0,0,0.7930816156899931,0,20.06259433410251,22.09916070780209,0,47.15759909019165,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.6335365245307243
032.E,1673,2001,2.5319094152699275,0,0,5.602386002771,0,0,0,0.7307593276033301,0,20.59092190929266,22.459201314385904,0,48.084822030677174,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.5824617953710952
