vassdragNr,innsjo_nr,year,Coniferous forest,Transitional woodland-shrub,Peat bogs,Water bodies,Non-irrigated arable land,"Land principally occupied by agriculture, with significant areas of natural vegetation",Discontinuous urban fabric,Mixed forest,Sea and ocean,Broad-leaved forest,Moors and heathland,Bare rocks,Sparsely vegetated areas,Glaciers and perpetual snow,Complex cultivation patterns,Sport and leisure facilities,Water courses,Natural grasslands,Continuous urban fabric,Industrial or commercial units,Road and rail networks and associated land,Port areas,Green urban areas,Mineral extraction sites,Pastures,NA,total_pop,pop_density
247.CZ,64713,2004,0,0,20.91826106024889,3.015185570966504,0,0,0,0,0,18.155528753906037,7.367742996546242,0,50.54328161833232,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2.247647034657533
247.CZ,64713,2008,0,0,20.91826106024889,3.015185570966504,0,0,0,0,0,18.155528753906037,7.367742996546242,0,50.54328161833232,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1.4275596030932978
247.4B,64247,1992,0,0,2.223944841930918,16.07244311342648,0,0,0,0,0,55.624861575201976,8.055601028436064,0,18.023149441004556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.4B,64269,1992,0,0,2.226732358244068,16.09258848597626,0,0,0,0,0,55.69458237318858,8.065698005148626,0,17.920398777442465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.4B,64217,1987,0,0,2.2677117418765698,14.486058163197674,0,0,0,0,0,56.71955048346593,8.075685308968975,0,18.45099430249085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.4B,64217,1992,0,0,2.2677117418765698,14.486058163197674,0,0,0,0,0,56.71955048346593,8.075685308968975,0,18.45099430249085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.4B,208326,1993,0,0,2.221976351513869,16.058216838722714,0,0,0,0,0,55.57562608837876,8.048470737644195,0,18.095709983740463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.5C,64167,1992,0,0,2.3914029065509492,5.452398626936165,0,0,0,0,0,26.798409717067145,24.858384109127684,4.024531808149702,36.47487283216835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.5C,64170,1987,0,0,2.4830197658719277,1.9900368831894388,0,0,0,0,0,27.718777319683625,25.93462415874773,4.070859176568571,37.802682695938714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.5C,64156,1992,0,0,2.3916352556932132,5.4529283829805255,0,0,0,0,0,26.75243336430833,24.899663427163496,4.0249228323937025,36.478416737460734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.4G,64482,1993,0,0,2.0703450256017613,4.864621716035795,0,0,0,0,0,8.108723740249797,16.78193042063454,0,68.17437909747811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.4G,64482,2000,0,0,2.0703450256017613,4.864621716035795,0,0,0,0,0,8.108723740249797,16.78193042063454,0,68.17437909747811,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3.367629572490032
247.4G,64482,2004,0,0,2.0703450256017613,4.864621716035795,0,0,0,0,0,8.108723740249797,16.78193042063454,0,68.17437909747811,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2.245086381660021
247.4G,64482,2008,0,0,2.0703450256017613,4.864621716035795,0,0,0,0,0,8.108723740249797,16.78193042063454,0,68.17437909747811,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.3630881602935845
247.7B,64198,1992,0,0,0,14.561762927849692,0,0,0,0,0,2.643624115993206,33.680059109708,3.8689990692140137,45.245554777235085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.7B,64143,2000,0,0,0,14.613647525591515,0,0,0,0,0,2.653043536877787,33.31038201900947,3.883266084377377,45.53966083414385,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1.3760171871691849
247.31,64282,2000,0,0,1.6567039560650991,0.05629634204422232,0,0.9929059482905034,0,0,4.313083673704502,22.06270272324647,6.658883360867867,0,8.892090363942787,0,0,0,0,0,0,0,0,0,0,0,0,55.367333631838555,55,0.7238183472978323
247.31,64282,2004,0,0,1.6567039560650991,0.05629634204422232,0,0.9929059482905034,0,0,4.313083673704502,22.06270272324647,6.658883360867867,0,8.892090363942787,0,0,0,0,0,0,0,0,0,0,0,0,55.367333631838555,162,2.131974041131797
247.31,64282,2008,0,0,1.6567039560650991,0.05629634204422232,0,0.9929059482905034,0,0,4.313083673704502,22.06270272324647,6.658883360867867,0,8.892090363942787,0,0,0,0,0,0,0,0,0,0,0,0,55.367333631838555,268,3.5269694013785284
247.7D,64268,1993,0,0,0,17.944696921205914,0,0,0,0,0,16.61492671061896,21.17010977405108,0.1642210202905972,44.106045573833455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.7D,65223,1992,0,0,0,17.95892220843176,0,0,0,0,0,16.62809785002202,21.049565600352324,0.1643512031068583,44.19906313808704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.7D,64233,1992,0,0,0,17.942687082993327,0,0,0,0,0,16.613065809052944,21.16773868381894,0.16420262724203588,44.11230579689275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.7D,65222,1992,0,0,0,17.988883274381003,0,0,0,0,0,16.65583868716764,20.782501985129574,0.1646253920129615,44.408150661308824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.7D,64225,1992,0,0,0,17.96841826965446,0,0,0,0,0,16.636890217034267,21.109766942532787,0.16443810637803538,44.12048646440046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.7D,2474,1988,0,0,0,1.6283291799704072,0,0,0,0,0,19.672095241803596,25.245064636710534,0.19979947044622692,53.25471147106923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307.3GC,43607,2001,0,0,0,0.1412307175538331,0,0,0,0,0,0,50.266175370380736,16.068747550728546,33.523846361336886,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03073682981273448
307.3BC6B,38967,2008,0,0,10.866811964118522,8.597024898699704,0,0,0,0,0,5.1271741199597525,42.85128766952988,0,32.557701347692145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307.3BC6B,38967,2009,0,0,10.866811964118522,8.597024898699704,0,0,0,0,0,5.1271741199597525,42.85128766952988,0,32.557701347692145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308.H,41127,1995,5.04832490086148,0,7.411787228223711,1.6737317106522631,0,0,0,1.148639409271161,0,5.9510460823191575,40.26462464105018,5.264706686722275,33.237139340899766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308.H,41164,1995,5.056096064510474,0,7.423196599176089,1.6763081777544049,0,0,0,1.1504075729687089,0,5.9602068542378825,40.40998334648085,5.2728109387325794,33.05099044613901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308.H,41201,1995,5.045377566940248,0,7.407460047952297,1.6727545456831454,0,0,0,1.147968805860982,0,5.947571717984516,40.329784105333246,5.261633023891965,33.1874501863536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308.H,41133,1995,5.0469335952238525,0,7.409744558316755,1.673270434405065,0,0,0,1.1483228471407307,0,5.949405988995786,40.35643941175248,5.263255746809029,33.1526274173563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308.H,41181,1995,5.051220390520588,0,7.416038292427437,1.6746916870712707,0,0,0,1.1492982166175387,0,5.9544593318089625,40.37418960793607,5.267726283136731,33.1123761904814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310.CAC,33258,1998,75.64455479390439,0,8.657934665923008,9.9921735844983,0,0,0,0,0,5.705336955674301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311.EC1A,1363,1998,41.664103433911656,0,58.08472905018605,0,0,0,0,0,0,0.251167515902296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311.J4AAB,1364,1992,0,0,6.130382034712422,2.488920250563272,0,0,0,0,0,0,0,8.48405506449776,82.89664265022655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311.EC1B,1363,1998,10.138879268546097,0,47.21577659255154,3.9017224261734897,0,0,0,2.037588603357115,0,20.322204520791484,0,0,16.38382858858027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313.B1CC,368,1988,60.79051963396152,2.5955133216447948,36.60207610705892,0.01189093733476024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.577757417859494
313.B1CC,368,1998,60.79051963396152,2.5955133216447948,36.60207610705892,0.01189093733476024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.2359945028220631
313.B1CC,368,2002,58.76906028705229,4.616972668554037,36.60207610705892,0.01189093733476024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,3.479095637573215
313.B1CC,368,2006,58.76906028705229,4.616972668554037,36.60207610705892,0.01189093733476024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2.380433857286937
313.B1CD,368,1988,75.06582631384556,1.3473047946973578,21.859697615955582,1.7271712755014914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,4.568227289122484
313.B1CD,368,1998,75.06582631384556,1.3473047946973578,21.859697615955582,1.7271712755014914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2.284113644561242
313.B1CD,368,2002,75.06582631384556,1.3473047946973578,21.859697615955582,1.7271712755014914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,3.092338472636759
313.B1CD,368,2006,75.06582631384556,1.3473047946973578,21.859697615955582,1.7271712755014914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1.8272909156489936
314.E,3238,1989,79.600292293459745,3.2397058347102083,11.696957916221209,0.12724844584111764,0.6911372447381778,4.644658265029535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,8.79557745853177
314.E,3238,1998,79.600292293459745,3.2397058347102083,11.696957916221209,0.12724844584111764,0.6911372447381778,4.644658265029535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,6.8844396403816575
314.E,3238,2006,78.03281462043246,4.807183507737498,11.696957916221209,0.12724844584111764,0.6911372447381778,4.644658265029535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,6.8627221651754065
